joy	0	4.5102	0.9715
happy	1	4.4490	1.0510
hahah	2	4.3061	0.9939
laughter	3	4.2400	1.1412
friendship	4	4.1600	1.0072
successful	5	4.0625	1.0686
christmas	6	4.0400	1.2643
chocolate	7	4.0204	1.1516
holidays	8	4.0204	1.2534
promotion	9	4.0204	1.2696
kissing	10	3.9600	1.1655
jewels	11	3.9592	1.1421
riches	12	3.9592	1.1421
blessings	13	3.9200	1.2139
cinema	14	3.8980	0.8143
celebrate	15	3.8776	1.3036
wins	16	3.8776	1.2878
cute	17	3.8400	1.0837
friend	18	3.8000	1.2329
vacation	19	3.7800	1.3898
kissed	20	3.7800	1.2695
millionaire	21	3.7200	1.4428
wonderful	22	3.7200	1.4566
tasty	23	3.7200	1.0778
roses	24	3.7000	1.1000
affection	25	3.6939	1.3125
cookie	26	3.6939	1.2810
brilliant	27	3.6800	1.3333
fantasy	28	3.6735	1.0952
embrace	29	3.6735	1.1319
flavor	30	3.6735	1.0573
handsome	31	3.6600	1.1766
cookies	32	3.6400	1.3381
thankful	33	3.6400	1.3676
relax	34	3.6400	1.2924
treasure	35	3.6327	1.3805
b-day	36	3.6200	1.4127
jokes	37	3.6122	1.4116
grateful	38	3.6122	1.2587
relaxing	39	3.6122	1.3970
quality	40	3.6122	1.0265
pleasant	41	3.6122	1.2748
pets	42	3.5918	1.3690
hero	43	3.5800	1.2663
award	44	3.5800	1.2663
artists	45	3.5714	0.9897
perfectly	46	3.5600	1.2027
surprise	47	3.5510	1.2132
inspired	48	3.5400	1.2363
smart	49	3.5400	1.2682
dreams	50	3.5400	1.2839
relationships	51	3.5306	1.1624
candy	52	3.5306	1.3417
fulfill	53	3.5306	1.2633
outdoor	54	3.5200	1.3600
women	55	3.5200	1.4455
partner	56	3.5102	1.0872
valued	57	3.5102	1.0903
hawaii	58	3.5102	1.1973
appreciation	59	3.5000	1.4177
relatives	60	3.4898	1.2309
cupcake	61	3.4800	1.3303
shopping	62	3.4800	1.2040
memories	63	3.4800	1.1356
great-grandchildren	64	3.4600	1.5259
carnival	65	3.4600	1.1698
springs	66	3.4490	1.0114
kind	67	3.4400	1.0229
us	68	3.4400	1.4317
females	69	3.4200	1.4435
agree	70	3.4082	1.1938
arts	71	3.4000	1.2490
grin	72	3.3878	1.2258
diamonds	73	3.3878	1.3675
anniversary	74	3.3878	1.4259
cutie	75	3.3878	1.3220
earning	76	3.3800	1.2311
cake	77	3.3800	1.4267
moms	78	3.3600	1.4249
travel	79	3.3600	1.3078
treat	80	3.3600	1.2769
like	81	3.3400	1.3358
fitness	82	3.3400	1.3208
satisfactory	83	3.3400	1.3654
stronger	84	3.3265	1.3308
hoping	85	3.3200	1.1737
summertime	86	3.3200	1.3333
theatre	87	3.3200	1.4757
forgiven	88	3.3061	1.3279
lottery	89	3.3061	1.4874
play	90	3.3000	1.2207
grandmother	91	3.3000	1.4731
respect	92	3.3000	1.3748
april	93	3.2857	1.1952
hollywood	94	3.2857	1.1606
bloom	95	3.2800	1.1321
autumn	96	3.2653	1.0056
equality	97	3.2653	1.3058
terrific	98	3.2600	1.5074
light	99	3.2600	1.3388
glory	100	3.2600	1.3238
glowing	101	3.2600	1.3684
journey	102	3.2449	1.4781
faith	103	3.2449	1.3020
stars	104	3.2400	1.2737
desired	105	3.2245	1.2660
correct	106	3.2200	1.3006
right	107	3.2200	1.3159
saving	108	3.2200	1.1365
fresh	109	3.2041	1.3994
fair	110	3.2000	1.3711
paid	111	3.2000	1.4000
daddy	112	3.2000	1.5232
intelligence	113	3.2000	1.3115
sports	114	3.2000	1.4832
1st	115	3.2000	1.6248
bright	116	3.2000	1.2649
popular	117	3.1837	1.2885
pregnancy	118	3.1837	1.5475
dance	119	3.1800	1.4791
hello	120	3.1800	1.2600
cool	121	3.1800	1.3666
amazon	122	3.1800	1.3519
earnings	123	3.1800	1.5059
ocean	124	3.1800	1.5322
liberation	125	3.1600	1.2225
fruit	126	3.1600	1.3908
progress	127	3.1600	1.3321
gardening	128	3.1600	1.3764
sexual	129	3.1600	1.4610
athletic	130	3.1458	0.9998
idea	131	3.1400	1.1315
youth	132	3.1400	1.4284
tasting	133	3.1400	1.3713
education	134	3.1200	1.2270
girlfriend	135	3.1200	1.5184
surprisingly	136	3.1200	1.3511
scholarship	137	3.1200	1.5184
secure	138	3.1200	1.3363
star	139	3.1200	1.1940
luckily	140	3.1042	1.5578
rain	141	3.1020	1.4742
may	142	3.1020	1.2975
